Year,National,Province,Constituency,Area Council,Sex,Age,Value
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,50-54,52
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,55-59,32
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,60-64,30
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,65-69,20
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,70-74,16
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,75-79,11
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,80+,17
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,0-4,292
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,5-9,302
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,10-14,209
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,15-19,152
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,20-24,118
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,25-29,112
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,30-34,121
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,35-39,118
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,40-44,88
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,45-49,102
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,50-54,52
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,55-59,59
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,60-64,39
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,65-69,36
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,70-74,34
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,75-79,12
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Male,80+,28
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,0-4,290
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,5-9,287
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,10-14,210
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,15-19,194
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,20-24,126
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,25-29,147
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,30-34,125
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,35-39,138
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,40-44,93
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,45-49,91
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,50-54,46
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,55-59,54
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,60-64,38
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,65-69,26
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,70-74,23
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,75-79,21
2017,Vanuatu,Penama,Pentecost,Central Pentecost 2,Female,80+,41
2017,Vanuatu,Penama,Ambae,East Ambae,Male,0-4,181
2017,Vanuatu,Penama,Ambae,East Ambae,Male,5-9,180
2017,Vanuatu,Penama,Ambae,East Ambae,Male,10-14,101
2017,Vanuatu,Penama,Ambae,East Ambae,Male,15-19,106
2017,Vanuatu,Penama,Ambae,East Ambae,Male,20-24,132
2017,Vanuatu,Penama,Ambae,East Ambae,Male,25-29,103
2017,Vanuatu,Penama,Ambae,East Ambae,Male,30-34,93
2017,Vanuatu,Penama,Ambae,East Ambae,Male,35-39,77
2017,Vanuatu,Penama,Ambae,East Ambae,Male,40-44,60
2017,Vanuatu,Penama,Ambae,East Ambae,Male,45-49,51
2017,Vanuatu,Penama,Ambae,East Ambae,Male,50-54,55
2017,Vanuatu,Penama,Ambae,East Ambae,Male,55-59,40
2017,Vanuatu,Penama,Ambae,East Ambae,Male,60-64,25
2017,Vanuatu,Penama,Ambae,East Ambae,Male,65-69,23
2017,Vanuatu,Penama,Ambae,East Ambae,Male,70-74,19
2017,Vanuatu,Penama,Ambae,East Ambae,Male,75-79,12
2017,Vanuatu,Penama,Ambae,East Ambae,Male,80+,19
2017,Vanuatu,Penama,Ambae,East Ambae,Female,0-4,136
2017,Vanuatu,Penama,Ambae,East Ambae,Female,5-9,138
2017,Vanuatu,Penama,Ambae,East Ambae,Female,10-14,59
2017,Vanuatu,Penama,Ambae,East Ambae,Female,15-19,82
2017,Vanuatu,Penama,Ambae,East Ambae,Female,20-24,105
2017,Vanuatu,Penama,Ambae,East Ambae,Female,25-29,115
2017,Vanuatu,Penama,Ambae,East Ambae,Female,30-34,68
2017,Vanuatu,Penama,Ambae,East Ambae,Female,35-39,45
2017,Vanuatu,Penama,Ambae,East Ambae,Female,40-44,55
2017,Vanuatu,Penama,Ambae,East Ambae,Female,45-49,70
2017,Vanuatu,Penama,Ambae,East Ambae,Female,50-54,44
2017,Vanuatu,Penama,Ambae,East Ambae,Female,55-59,42
2017,Vanuatu,Penama,Ambae,East Ambae,Female,60-64,24
2017,Vanuatu,Penama,Ambae,East Ambae,Female,65-69,24
2017,Vanuatu,Penama,Ambae,East Ambae,Female,70-74,19
2017,Vanuatu,Penama,Ambae,East Ambae,Female,75-79,10
2017,Vanuatu,Penama,Ambae,East Ambae,Female,80+,24
2017,Vanuatu,Penama,Ambae,North Ambae,Male,0-4,302
2017,Vanuatu,Penama,Ambae,North Ambae,Male,5-9,308
2017,Vanuatu,Penama,Ambae,North Ambae,Male,10-14,235
2017,Vanuatu,Penama,Ambae,North Ambae,Male,15-19,231
2017,Vanuatu,Penama,Ambae,North Ambae,Male,20-24,149
2017,Vanuatu,Penama,Ambae,North Ambae,Male,25-29,122
2017,Vanuatu,Penama,Ambae,North Ambae,Male,30-34,86
2017,Vanuatu,Penama,Ambae,North Ambae,Male,35-39,111
2017,Vanuatu,Penama,Ambae,North Ambae,Male,40-44,78
2017,Vanuatu,Penama,Ambae,North Ambae,Male,45-49,114
2017,Vanuatu,Penama,Ambae,North Ambae,Male,50-54,74
2017,Vanuatu,Penama,Ambae,North Ambae,Male,55-59,67
2017,Vanuatu,Penama,Ambae,North Ambae,Male,60-64,33
2017,Vanuatu,Penama,Ambae,North Ambae,Male,65-69,30
2017,Vanuatu,Penama,Ambae,North Ambae,Male,70-74,24
2017,Vanuatu,Penama,Ambae,North Ambae,Male,75-79,14
2017,Vanuatu,Penama,Ambae,North Ambae,Male,80+,23
2017,Vanuatu,Penama,Ambae,North Ambae,Female,0-4,277
2017,Vanuatu,Penama,Ambae,North Ambae,Female,5-9,280
2017,Vanuatu,Penama,Ambae,North Ambae,Female,10-14,287
2017,Vanuatu,Penama,Ambae,North Ambae,Female,15-19,227
2017,Vanuatu,Penama,Ambae,North Ambae,Female,20-24,149
2017,Vanuatu,Penama,Ambae,North Ambae,Female,25-29,154
2017,Vanuatu,Penama,Ambae,North Ambae,Female,30-34,91
2017,Vanuatu,Penama,Ambae,North Ambae,Female,35-39,91
2017,Vanuatu,Penama,Ambae,North Ambae,Female,40-44,118
2017,Vanuatu,Penama,Ambae,North Ambae,Female,45-49,83
2017,Vanuatu,Penama,Ambae,North Ambae,Female,50-54,66
2017,Vanuatu,Penama,Ambae,North Ambae,Female,55-59,51
2017,Vanuatu,Penama,Ambae,North Ambae,Female,60-64,46
2017,Vanuatu,Penama,Ambae,North Ambae,Female,65-69,34
2017,Vanuatu,Penama,Ambae,North Ambae,Female,70-74,35
2017,Vanuatu,Penama,Ambae,North Ambae,Female,75-79,20
2017,Vanuatu,Penama,Ambae,North Ambae,Female,80+,27
2017,Vanuatu,Penama,Maewo,North Maewo,Male,0-4,211
2017,Vanuatu,Penama,Maewo,North Maewo,Male,5-9,157
2017,Vanuatu,Penama,Maewo,North Maewo,Male,10-14,127
2017,Vanuatu,Penama,Maewo,North Maewo,Male,15-19,101
2017,Vanuatu,Penama,Maewo,North Maewo,Male,20-24,89
2017,Vanuatu,Penama,Maewo,North Maewo,Male,25-29,89
2017,Vanuatu,Penama,Maewo,North Maewo,Male,30-34,80
2017,Vanuatu,Penama,Maewo,North Maewo,Male,35-39,63
2017,Vanuatu,Penama,Maewo,North Maewo,Male,40-44,71
2017,Vanuatu,Penama,Maewo,North Maewo,Male,45-49,64
2017,Vanuatu,Penama,Maewo,North Maewo,Male,50-54,58
2017,Vanuatu,Penama,Maewo,North Maewo,Male,55-59,24
2017,Vanuatu,Penama,Maewo,North Maewo,Male,60-64,33
2017,Vanuatu,Penama,Maewo,North Maewo,Male,65-69,15
2017,Vanuatu,Penama,Maewo,North Maewo,Male,70-74,21
2017,Vanuatu,Penama,Maewo,North Maewo,Male,75-79,14
2017,Vanuatu,Penama,Maewo,North Maewo,Male,80+,12
2017,Vanuatu,Penama,Maewo,North Maewo,Female,0-4,161
2017,Vanuatu,Penama,Maewo,North Maewo,Female,5-9,178
2017,Vanuatu,Penama,Maewo,North Maewo,Female,10-14,121
2017,Vanuatu,Penama,Maewo,North Maewo,Female,15-19,92
2017,Vanuatu,Penama,Maewo,North Maewo,Female,20-24,99
2017,Vanuatu,Penama,Maewo,North Maewo,Female,25-29,92
2017,Vanuatu,Penama,Maewo,North Maewo,Female,30-34,76
2017,Vanuatu,Penama,Maewo,North Maewo,Female,35-39,70
2017,Vanuatu,Penama,Maewo,North Maewo,Female,40-44,77
2017,Vanuatu,Penama,Maewo,North Maewo,Female,45-49,48
2017,Vanuatu,Penama,Maewo,North Maewo,Female,50-54,38
2017,Vanuatu,Penama,Maewo,North Maewo,Female,55-59,32
2017,Vanuatu,Penama,Maewo,North Maewo,Female,60-64,24
2017,Vanuatu,Penama,Maewo,North Maewo,Female,65-69,18
2017,Vanuatu,Penama,Maewo,North Maewo,Female,70-74,11
2017,Vanuatu,Penama,Maewo,North Maewo,Female,75-79,8
2017,Vanuatu,Penama,Maewo,North Maewo,Female,80+,13
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,0-4,524
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,5-9,551
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,10-14,421
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,15-19,262
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,20-24,161
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,25-29,144
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,30-34,153
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,35-39,178
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,40-44,139
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,45-49,122
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,50-54,103
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,55-59,86
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,60-64,57
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,65-69,51
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,70-74,37
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,75-79,34
2017,Vanuatu,Penama,Pentecost,North Pentecost,Male,80+,56
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,0-4,421
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,5-9,444
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,10-14,401
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,15-19,212
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,20-24,189
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,25-29,178
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,30-34,173
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,35-39,178
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,40-44,117
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,45-49,116
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,50-54,104
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,55-59,83
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,60-64,61
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,65-69,34
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,70-74,40
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,75-79,20
2017,Vanuatu,Penama,Pentecost,North Pentecost,Female,80+,73
2017,Vanuatu,Penama,Ambae,South Ambae,Male,0-4,137
2017,Vanuatu,Penama,Ambae,South Ambae,Male,5-9,118
2017,Vanuatu,Penama,Ambae,South Ambae,Male,10-14,112
2017,Vanuatu,Penama,Ambae,South Ambae,Male,15-19,73
2017,Vanuatu,Penama,Ambae,South Ambae,Male,20-24,56
2017,Vanuatu,Penama,Ambae,South Ambae,Male,25-29,51
2017,Vanuatu,Penama,Ambae,South Ambae,Male,30-34,47
2017,Vanuatu,Penama,Ambae,South Ambae,Male,35-39,46
2017,Vanuatu,Penama,Ambae,South Ambae,Male,40-44,23
2017,Vanuatu,Penama,Ambae,South Ambae,Male,45-49,29
2017,Vanuatu,Penama,Ambae,South Ambae,Male,50-54,28
2017,Vanuatu,Penama,Ambae,South Ambae,Male,55-59,16
2017,Vanuatu,Penama,Ambae,South Ambae,Male,60-64,15
2017,Vanuatu,Penama,Ambae,South Ambae,Male,65-69,10
2017,Vanuatu,Penama,Ambae,South Ambae,Male,70-74,10
2017,Vanuatu,Penama,Ambae,South Ambae,Male,75-79,8
2017,Vanuatu,Penama,Ambae,South Ambae,Male,80+,4
2017,Vanuatu,Penama,Ambae,South Ambae,Female,0-4,121
2017,Vanuatu,Penama,Ambae,South Ambae,Female,5-9,122
2017,Vanuatu,Penama,Ambae,South Ambae,Female,10-14,96
2017,Vanuatu,Penama,Ambae,South Ambae,Female,15-19,54
2017,Vanuatu,Penama,Ambae,South Ambae,Female,20-24,64
2017,Vanuatu,Penama,Ambae,South Ambae,Female,25-29,66
2017,Vanuatu,Penama,Ambae,South Ambae,Female,30-34,44
2017,Vanuatu,Penama,Ambae,South Ambae,Female,35-39,35
2017,Vanuatu,Penama,Ambae,South Ambae,Female,40-44,32
2017,Vanuatu,Penama,Ambae,South Ambae,Female,45-49,31
2017,Vanuatu,Penama,Ambae,South Ambae,Female,50-54,19
2017,Vanuatu,Penama,Ambae,South Ambae,Female,55-59,15
2017,Vanuatu,Penama,Ambae,South Ambae,Female,60-64,15
2017,Vanuatu,Penama,Ambae,South Ambae,Female,65-69,7
2017,Vanuatu,Penama,Ambae,South Ambae,Female,70-74,6
2017,Vanuatu,Penama,Ambae,South Ambae,Female,75-79,1
2017,Vanuatu,Penama,Ambae,South Ambae,Female,80+,6
2017,Vanuatu,Penama,Maewo,South Maewo,Male,0-4,111
2017,Vanuatu,Penama,Maewo,South Maewo,Male,5-9,105
2017,Vanuatu,Penama,Maewo,South Maewo,Male,10-14,73
2017,Vanuatu,Penama,Maewo,South Maewo,Male,15-19,48
2017,Vanuatu,Penama,Maewo,South Maewo,Male,20-24,53
2017,Vanuatu,Penama,Maewo,South Maewo,Male,25-29,43
2017,Vanuatu,Penama,Maewo,South Maewo,Male,30-34,42
2017,Vanuatu,Penama,Maewo,South Maewo,Male,35-39,31
2017,Vanuatu,Penama,Maewo,South Maewo,Male,40-44,28
2017,Vanuatu,Penama,Maewo,South Maewo,Male,45-49,31
2017,Vanuatu,Penama,Maewo,South Maewo,Male,50-54,23
2017,Vanuatu,Penama,Maewo,South Maewo,Male,55-59,15
2017,Vanuatu,Penama,Maewo,South Maewo,Male,60-64,16
2017,Vanuatu,Penama,Maewo,South Maewo,Male,65-69,7
2017,Vanuatu,Penama,Maewo,South Maewo,Male,70-74,14
2017,Vanuatu,Penama,Maewo,South Maewo,Male,75-79,4
2017,Vanuatu,Penama,Maewo,South Maewo,Male,80+,5
2017,Vanuatu,Penama,Maewo,South Maewo,Female,0-4,104
2017,Vanuatu,Penama,Maewo,South Maewo,Female,5-9,92
2017,Vanuatu,Penama,Maewo,South Maewo,Female,10-14,64
2017,Vanuatu,Penama,Maewo,South Maewo,Female,15-19,60
2017,Vanuatu,Penama,Maewo,South Maewo,Female,20-24,63
2017,Vanuatu,Penama,Maewo,South Maewo,Female,25-29,54
2017,Vanuatu,Penama,Maewo,South Maewo,Female,30-34,36
2017,Vanuatu,Penama,Maewo,South Maewo,Female,35-39,40
2017,Vanuatu,Penama,Maewo,South Maewo,Female,40-44,30
2017,Vanuatu,Penama,Maewo,South Maewo,Female,45-49,26
2017,Vanuatu,Penama,Maewo,South Maewo,Female,50-54,20
2017,Vanuatu,Penama,Maewo,South Maewo,Female,55-59,9
2017,Vanuatu,Penama,Maewo,South Maewo,Female,60-64,9
2017,Vanuatu,Penama,Maewo,South Maewo,Female,65-69,10
2017,Vanuatu,Penama,Maewo,South Maewo,Female,70-74,4
2017,Vanuatu,Penama,Maewo,South Maewo,Female,75-79,4
2017,Vanuatu,Penama,Maewo,South Maewo,Female,80+,5
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,0-4,386
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,5-9,398
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,10-14,289
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,15-19,156
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,20-24,183
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,25-29,194
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,30-34,156
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,35-39,149
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,40-44,97
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,45-49,86
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,50-54,66
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,55-59,62
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,60-64,33
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,65-69,42
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,70-74,22
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,75-79,13
2017,Vanuatu,Penama,Pentecost,South Pentecost,Male,80+,39
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,0-4,422
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,5-9,363
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,10-14,264
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,15-19,180
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,20-24,208
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,25-29,212
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,30-34,173
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,35-39,114
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,40-44,95
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,45-49,107
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,50-54,69
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,55-59,62
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,60-64,40
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,65-69,44
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,70-74,18
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,75-79,18
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,80+,49
2017,Vanuatu,Penama,Ambae,West Ambae,Male,0-4,276
2017,Vanuatu,Penama,Ambae,West Ambae,Male,5-9,290
2017,Vanuatu,Penama,Ambae,West Ambae,Male,10-14,281
2017,Vanuatu,Penama,Ambae,West Ambae,Male,15-19,248
2017,Vanuatu,Penama,Ambae,West Ambae,Male,20-24,133
2017,Vanuatu,Penama,Ambae,West Ambae,Male,25-29,116
2017,Vanuatu,Penama,Ambae,West Ambae,Male,30-34,101
2017,Vanuatu,Penama,Ambae,West Ambae,Male,35-39,116
2017,Vanuatu,Penama,Ambae,West Ambae,Male,40-44,90
2017,Vanuatu,Penama,Ambae,West Ambae,Male,45-49,76
2017,Vanuatu,Penama,Ambae,West Ambae,Male,50-54,99
2017,Vanuatu,Penama,Ambae,West Ambae,Male,55-59,56
2017,Vanuatu,Penama,Ambae,West Ambae,Male,60-64,59
2017,Vanuatu,Penama,Ambae,West Ambae,Male,65-69,36
2017,Vanuatu,Penama,Ambae,West Ambae,Male,70-74,28
2017,Vanuatu,Penama,Ambae,West Ambae,Male,75-79,26
2017,Vanuatu,Penama,Ambae,West Ambae,Male,80+,35
2017,Vanuatu,Penama,Ambae,West Ambae,Female,0-4,252
2017,Vanuatu,Penama,Ambae,West Ambae,Female,5-9,268
2017,Vanuatu,Penama,Ambae,West Ambae,Female,10-14,258
2017,Vanuatu,Penama,Ambae,West Ambae,Female,15-19,196
2017,Vanuatu,Penama,Ambae,West Ambae,Female,20-24,147
2017,Vanuatu,Penama,Ambae,West Ambae,Female,25-29,136
2017,Vanuatu,Penama,Ambae,West Ambae,Female,30-34,118
2017,Vanuatu,Penama,Ambae,West Ambae,Female,35-39,102
2017,Vanuatu,Penama,Ambae,West Ambae,Female,40-44,86
2017,Vanuatu,Penama,Ambae,West Ambae,Female,45-49,81
2017,Vanuatu,Penama,Ambae,West Ambae,Female,50-54,81
2017,Vanuatu,Penama,Ambae,West Ambae,Female,55-59,59
2017,Vanuatu,Penama,Ambae,West Ambae,Female,60-64,62
2017,Vanuatu,Penama,Ambae,West Ambae,Female,65-69,42
2017,Vanuatu,Penama,Ambae,West Ambae,Female,70-74,28
2017,Vanuatu,Penama,Ambae,West Ambae,Female,75-79,31
2017,Vanuatu,Penama,Ambae,West Ambae,Female,80+,24
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,0-4,436
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,5-9,347
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,10-14,307
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,15-19,314
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,20-24,257
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,25-29,208
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,30-34,192
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,35-39,145
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,40-44,151
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,45-49,101
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,50-54,81
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,55-59,52
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,60-64,62
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,65-69,39
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,70-74,31
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,75-79,13
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Male,80+,24
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,0-4,353
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,5-9,347
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,10-14,261
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,15-19,298
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,20-24,236
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,25-29,212
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,30-34,156
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,35-39,132
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,40-44,113
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,45-49,74
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,50-54,67
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,55-59,41
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,60-64,61
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,65-69,24
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,70-74,24
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,75-79,8
2017,Vanuatu,Sanma,Santo Rural,Canal Fanafo,Female,80+,14
2017,Vanuatu,Sanma,Malo,East Malo,Male,0-4,160
2017,Vanuatu,Sanma,Malo,East Malo,Male,5-9,139
2017,Vanuatu,Sanma,Malo,East Malo,Male,10-14,125
2017,Vanuatu,Sanma,Malo,East Malo,Male,15-19,112
2017,Vanuatu,Sanma,Malo,East Malo,Male,20-24,78
2017,Vanuatu,Sanma,Malo,East Malo,Male,25-29,70
2017,Vanuatu,Sanma,Malo,East Malo,Male,30-34,54
2017,Vanuatu,Sanma,Malo,East Malo,Male,35-39,60
2017,Vanuatu,Sanma,Malo,East Malo,Male,40-44,45
2017,Vanuatu,Sanma,Malo,East Malo,Male,45-49,50
2017,Vanuatu,Sanma,Malo,East Malo,Male,50-54,38
2017,Vanuatu,Sanma,Malo,East Malo,Male,55-59,32
2017,Vanuatu,Sanma,Malo,East Malo,Male,60-64,26
2017,Vanuatu,Sanma,Malo,East Malo,Male,65-69,21
2017,Vanuatu,Sanma,Malo,East Malo,Male,70-74,17
2017,Vanuatu,Sanma,Malo,East Malo,Male,75-79,7
2017,Vanuatu,Sanma,Malo,East Malo,Male,80+,12
2017,Vanuatu,Sanma,Malo,East Malo,Female,0-4,141
2017,Vanuatu,Sanma,Malo,East Malo,Female,5-9,147
2017,Vanuatu,Sanma,Malo,East Malo,Female,10-14,86
2017,Vanuatu,Sanma,Malo,East Malo,Female,15-19,98
2017,Vanuatu,Sanma,Malo,East Malo,Female,20-24,84
2017,Vanuatu,Sanma,Malo,East Malo,Female,25-29,83
2017,Vanuatu,Sanma,Malo,East Malo,Female,30-34,55
2017,Vanuatu,Sanma,Malo,East Malo,Female,35-39,63
2017,Vanuatu,Sanma,Malo,East Malo,Female,40-44,42
2017,Vanuatu,Sanma,Malo,East Malo,Female,45-49,42
2017,Vanuatu,Sanma,Malo,East Malo,Female,50-54,46
2017,Vanuatu,Sanma,Malo,East Malo,Female,55-59,18
2017,Vanuatu,Sanma,Malo,East Malo,Female,60-64,18
2017,Vanuatu,Sanma,Malo,East Malo,Female,65-69,13
2017,Vanuatu,Sanma,Malo,East Malo,Female,70-74,9
2017,Vanuatu,Sanma,Malo,East Malo,Female,75-79,3
2017,Vanuatu,Sanma,Malo,East Malo,Female,80+,14
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,0-4,342
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,5-9,353
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,10-14,236
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,15-19,320
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,20-24,186
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,25-29,172
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,30-34,158
2017,Vanuatu,Sanma,Santo Rural,East Santo,Male,35-39,126
