Year,National,Province,Constituency,Area Council,Sex,Age,Value
2017,Vanuatu,Shefa,Epi,South Epi,Female,,856
2017,Vanuatu,Tafea,Tafea Outer Islands,South Erromango,Female,,319
2017,Vanuatu,Penama,Maewo,South Maewo,Female,,630
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,,1970
2017,Vanuatu,Penama,Pentecost,South Pentecost,Female,,2438
2017,Vanuatu,Sanma,Santo Rural,South Santo,Female,,4155
2017,Vanuatu,Tafea,Tanna,South Tanna,Female,,685
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,,1729
2017,Vanuatu,Tafea,Tanna,South West Tanna,Female,,2930
2017,Vanuatu,Shefa,Tongoa,Tongariki,Female,,466
2017,Vanuatu,Torba,Torres,Torres,Female,,531
2017,Vanuatu,Torba,Banks,Ureparapara,Female,,217
2017,Vanuatu,Torba,Banks,Vanua Lava,Female,,1549
2017,Vanuatu,Shefa,Epi,Varisu,Female,,814
2017,Vanuatu,Shefa,Epi,Vermali,Female,,1095
2017,Vanuatu,Shefa,Epi,Vermaul,Female,,762
2017,Vanuatu,Penama,Ambae,West Ambae,Female,,1971
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,,1478
2017,Vanuatu,Sanma,Malo,West Malo,Female,,1152
2017,Vanuatu,Sanma,Santo Rural,West Santo,Female,,1560
2017,Vanuatu,Tafea,Tanna,West Tanna,Female,,4346
2017,Vanuatu,Tafea,Tanna,Whitesands,Female,,3414
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,0-4,495
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,5-9,419
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,10-14,320
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,15-19,286
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,20-24,220
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,25-29,237
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,30-34,202
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,35-39,204
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,40-44,175
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,45-49,157
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,50-54,108
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,55-59,84
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,60-64,68
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,65-69,52
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,70-74,40
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,75-79,26
2017,Vanuatu,Malampa,Malekula,Central Malekula,Male,80+,38
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,0-4,465
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,5-9,420
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,10-14,323
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,15-19,272
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,20-24,251
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,25-29,270
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,30-34,230
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,35-39,216
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,40-44,172
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,45-49,127
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,50-54,118
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,55-59,93
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,60-64,64
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,65-69,50
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,70-74,28
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,75-79,15
2017,Vanuatu,Malampa,Malekula,Central Malekula,Female,80+,34
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,0-4,213
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,5-9,214
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,10-14,204
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,15-19,178
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,20-24,102
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,25-29,89
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,30-34,80
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,35-39,72
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,40-44,72
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,45-49,59
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,50-54,58
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,55-59,41
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,60-64,46
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,65-69,22
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,70-74,21
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,75-79,26
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Male,80+,32
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,0-4,205
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,5-9,211
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,10-14,183
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,15-19,179
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,20-24,113
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,25-29,137
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,30-34,107
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,35-39,94
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,40-44,72
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,45-49,64
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,50-54,62
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,55-59,45
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,60-64,47
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,65-69,36
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,70-74,19
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,75-79,15
2017,Vanuatu,Malampa,Ambrym,North Ambrym,Female,80+,38
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,0-4,548
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,5-9,565
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,10-14,427
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,15-19,265
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,20-24,197
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,25-29,227
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,30-34,249
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,35-39,228
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,40-44,163
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,45-49,169
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,50-54,139
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,55-59,122
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,60-64,95
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,65-69,93
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,70-74,54
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,75-79,52
2017,Vanuatu,Malampa,Malekula,North East Malekula,Male,80+,104
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,0-4,491
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,5-9,589
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,10-14,382
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,15-19,242
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,20-24,253
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,25-29,269
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,30-34,275
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,35-39,228
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,40-44,167
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,45-49,143
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,50-54,152
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,55-59,126
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,60-64,94
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,65-69,51
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,70-74,38
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,75-79,44
2017,Vanuatu,Malampa,Malekula,North East Malekula,Female,80+,85
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,0-4,461
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,5-9,507
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,10-14,383
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,15-19,273
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,20-24,153
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,25-29,192
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,30-34,184
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,35-39,176
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,40-44,100
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,45-49,107
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,50-54,66
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,55-59,57
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,60-64,53
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,65-69,56
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,70-74,62
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,75-79,28
2017,Vanuatu,Malampa,Malekula,North West Malekula,Male,80+,40
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,0-4,447
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,5-9,437
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,10-14,326
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,15-19,230
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,20-24,187
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,25-29,244
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,30-34,207
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,35-39,155
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,40-44,126
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,45-49,110
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,50-54,67
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,55-59,49
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,60-64,35
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,65-69,46
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,70-74,35
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,75-79,26
2017,Vanuatu,Malampa,Malekula,North West Malekula,Female,80+,47
2017,Vanuatu,Malampa,Paama,Paama,Male,0-4,100
2017,Vanuatu,Malampa,Paama,Paama,Male,5-9,116
2017,Vanuatu,Malampa,Paama,Paama,Male,10-14,120
2017,Vanuatu,Malampa,Paama,Paama,Male,15-19,105
2017,Vanuatu,Malampa,Paama,Paama,Male,20-24,49
2017,Vanuatu,Malampa,Paama,Paama,Male,25-29,47
2017,Vanuatu,Malampa,Paama,Paama,Male,30-34,33
2017,Vanuatu,Malampa,Paama,Paama,Male,35-39,43
2017,Vanuatu,Malampa,Paama,Paama,Male,40-44,42
2017,Vanuatu,Malampa,Paama,Paama,Male,45-49,37
2017,Vanuatu,Malampa,Paama,Paama,Male,50-54,34
2017,Vanuatu,Malampa,Paama,Paama,Male,55-59,25
2017,Vanuatu,Malampa,Paama,Paama,Male,60-64,32
2017,Vanuatu,Malampa,Paama,Paama,Male,65-69,20
2017,Vanuatu,Malampa,Paama,Paama,Male,70-74,26
2017,Vanuatu,Malampa,Paama,Paama,Male,75-79,19
2017,Vanuatu,Malampa,Paama,Paama,Male,80+,23
2017,Vanuatu,Malampa,Paama,Paama,Female,0-4,102
2017,Vanuatu,Malampa,Paama,Paama,Female,5-9,95
2017,Vanuatu,Malampa,Paama,Paama,Female,10-14,116
2017,Vanuatu,Malampa,Paama,Paama,Female,15-19,88
2017,Vanuatu,Malampa,Paama,Paama,Female,20-24,49
2017,Vanuatu,Malampa,Paama,Paama,Female,25-29,54
2017,Vanuatu,Malampa,Paama,Paama,Female,30-34,58
2017,Vanuatu,Malampa,Paama,Paama,Female,35-39,42
2017,Vanuatu,Malampa,Paama,Paama,Female,40-44,40
2017,Vanuatu,Malampa,Paama,Paama,Female,45-49,30
2017,Vanuatu,Malampa,Paama,Paama,Female,50-54,54
2017,Vanuatu,Malampa,Paama,Paama,Female,55-59,20
2017,Vanuatu,Malampa,Paama,Paama,Female,60-64,33
2017,Vanuatu,Malampa,Paama,Paama,Female,65-69,20
2017,Vanuatu,Malampa,Paama,Paama,Female,70-74,21
2017,Vanuatu,Malampa,Paama,Paama,Female,75-79,20
2017,Vanuatu,Malampa,Paama,Paama,Female,80+,15
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,0-4,85
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,5-9,144
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,10-14,92
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,15-19,39
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,20-24,56
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,25-29,47
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,30-34,61
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,35-39,39
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,40-44,42
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,45-49,29
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,50-54,40
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,55-59,20
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,60-64,27
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,65-69,12
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,70-74,14
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,75-79,19
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Male,80+,12
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,0-4,88
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,5-9,120
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,10-14,72
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,15-19,28
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,20-24,62
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,25-29,62
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,30-34,59
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,35-39,38
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,40-44,47
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,45-49,32
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,50-54,32
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,55-59,20
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,60-64,29
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,65-69,13
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,70-74,18
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,75-79,11
2017,Vanuatu,Malampa,Ambrym,South East Ambrym,Female,80+,13
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,0-4,434
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,5-9,437
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,10-14,304
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,15-19,301
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,20-24,215
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,25-29,192
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,30-34,166
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,35-39,143
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,40-44,108
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,45-49,119
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,50-54,75
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,55-59,61
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,60-64,62
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,65-69,36
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,70-74,30
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,75-79,11
2017,Vanuatu,Malampa,Malekula,South East Malekula,Male,80+,25
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,0-4,425
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,5-9,343
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,10-14,268
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,15-19,259
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,20-24,255
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,25-29,180
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,30-34,160
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,35-39,148
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,40-44,116
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,45-49,93
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,50-54,88
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,55-59,69
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,60-64,56
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,65-69,29
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,70-74,17
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,75-79,16
2017,Vanuatu,Malampa,Malekula,South East Malekula,Female,80+,19
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,0-4,241
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,5-9,285
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,10-14,240
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,15-19,154
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,20-24,131
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,25-29,132
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,30-34,118
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,35-39,128
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,40-44,104
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,45-49,99
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,50-54,63
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,55-59,65
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,60-64,60
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,65-69,41
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,70-74,25
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,75-79,14
2017,Vanuatu,Malampa,Malekula,South Malekula,Male,80+,31
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,0-4,266
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,5-9,298
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,10-14,241
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,15-19,168
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,20-24,163
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,25-29,153
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,30-34,122
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,35-39,136
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,40-44,91
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,45-49,86
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,50-54,73
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,55-59,57
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,60-64,31
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,65-69,29
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,70-74,12
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,75-79,17
2017,Vanuatu,Malampa,Malekula,South Malekula,Female,80+,27
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,0-4,290
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,5-9,273
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,10-14,221
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,15-19,137
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,20-24,112
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,25-29,157
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,30-34,123
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,35-39,103
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,40-44,103
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,45-49,79
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,50-54,74
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,55-59,53
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,60-64,41
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,65-69,42
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,70-74,25
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,75-79,17
2017,Vanuatu,Malampa,Malekula,South West Malekula,Male,80+,32
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,0-4,271
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,5-9,232
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,10-14,158
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,15-19,110
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,20-24,126
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,25-29,145
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,30-34,137
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,35-39,125
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,40-44,99
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,45-49,88
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,50-54,74
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,55-59,48
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,60-64,29
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,65-69,31
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,70-74,21
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,75-79,14
2017,Vanuatu,Malampa,Malekula,South West Malekula,Female,80+,21
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,0-4,205
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,5-9,198
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,10-14,231
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,15-19,167
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,20-24,103
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,25-29,101
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,30-34,70
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,35-39,83
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,40-44,65
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,45-49,64
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,50-54,59
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,55-59,46
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,60-64,40
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,65-69,24
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,70-74,23
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,75-79,16
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Male,80+,29
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,0-4,170
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,5-9,185
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,10-14,204
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,15-19,132
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,20-24,128
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,25-29,104
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,30-34,93
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,35-39,74
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,40-44,94
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,45-49,57
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,50-54,54
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,55-59,55
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,60-64,45
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,65-69,29
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,70-74,24
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,75-79,11
2017,Vanuatu,Malampa,Ambrym,West Ambrym,Female,80+,19
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,0-4,211
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,5-9,207
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,10-14,174
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,15-19,123
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,20-24,102
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,25-29,96
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,30-34,91
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,35-39,68
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,40-44,69
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,45-49,60
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,50-54,52
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,55-59,26
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,60-64,27
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,65-69,12
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,70-74,13
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,75-79,14
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Male,80+,19
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,0-4,173
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,5-9,199
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,10-14,155
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,15-19,103
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,20-24,112
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,25-29,106
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,30-34,86
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,35-39,59
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,40-44,66
2017,Vanuatu,Penama,Pentecost,Central Pentecost 1,Female,45-49,60
